,Submitted Date,Year,Make,Model,County,ZIP,EV Type,Transaction Type,Reduction_CO2,Reduction_Petroleum,Rebate Amount (USD)
0,01/13/2018,2018,Ford,Focus,Westchester,10598,BEV,Lease,2.76,592.89,1700
1,09/25/2017,2017,Ford,Focus,Oneida,13601,BEV,Lease,2.76,592.89,1700
2,04/26/2018,2018,Ford,Focus,Suffolk,11776,BEV,Lease,2.76,592.89,1700
3,08/30/2017,2017,Ford,Focus,Nassau,11756,BEV,Lease,2.76,592.89,1700
4,05/29/2018,2018,Ford,Focus,Onondaga,13039,BEV,Purchase,2.76,592.89,1700
5,07/10/2017,2017,Ford,Focus,Westchester,10514,BEV,Purchase,2.76,592.89,1700
6,10/02/2017,2017,Ford,Focus,Richmond,10312,BEV,Lease,2.76,592.89,1700
7,12/27/2017,2017,Ford,Focus,Dutchess,12538,BEV,Purchase,2.76,592.89,1700
8,03/12/2018,2018,Ford,Focus,Rockland,10965,BEV,Lease,2.76,592.89,1700
9,07/25/2017,2017,Ford,Focus,Lewis,13620,BEV,Purchase,2.76,592.89,1700
10,10/04/2017,2017,Ford,Focus,Westchester,10570,BEV,Lease,2.76,592.89,1700
11,12/18/2017,2017,Ford,Focus,Suffolk,11746,BEV,Lease,2.76,592.89,1700
12,09/01/2017,2017,Ford,Focus,Suffolk,11946,BEV,Lease,2.76,592.89,1700
13,05/02/2017,2017,Ford,Focus,Steuben,14807,BEV,Purchase,2.76,592.89,1700
14,04/20/2017,2017,Ford,Focus,Schenectady,12309,BEV,Purchase,2.76,592.89,1700
15,08/14/2017,2017,Ford,Focus,Oneida,13413,BEV,Purchase,2.76,592.89,1700
16,08/14/2017,2017,Ford,Focus,Ulster,12401,BEV,Lease,2.76,592.89,1700
17,04/24/2017,2017,Ford,Focus,Albany,12023,BEV,Lease,2.76,592.89,1700
18,06/27/2017,2017,Ford,Focus,Onondaga,13066,BEV,Purchase,2.76,592.89,1700
19,08/14/2017,2017,Ford,Focus,Nassau,11542,BEV,Lease,2.76,592.89,1700
20,05/08/2017,2017,Ford,Focus,Chenango,13815,BEV,Purchase,2.76,592.89,1700
21,12/30/2017,2017,Ford,Focus,Westchester,10549,BEV,Lease,2.76,592.89,1700
22,06/08/2018,2018,Ford,Focus,Broome,13850,BEV,Lease,2.76,592.89,1700
23,02/27/2018,2018,Ford,Focus,Suffolk,11741,BEV,Lease,2.76,592.89,1700
24,08/14/2017,2017,Ford,Focus,Nassau,11050,BEV,Lease,2.76,592.89,1700
25,04/28/2017,2017,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,1.97,336.31,500
26,05/08/2017,2017,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,1.97,336.31,500
27,07/31/2017,2017,Ford,C-MAX Energi,Nassau,11590,PHEV,Purchase,1.97,336.31,500
28,06/14/2017,2017,Ford,C-MAX Energi,Erie,14220,PHEV,Lease,2.1,350.58,1100
29,09/16/2017,2017,Ford,C-MAX Energi,Westchester,10562,PHEV,Lease,2.1,350.58,1100
30,10/26/2017,2017,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
31,07/07/2017,2017,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
32,07/07/2017,2017,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
33,06/22/2017,2017,Ford,C-MAX Energi,Richmond,10312,PHEV,Lease,2.1,350.58,1100
34,01/19/2018,2018,Ford,C-MAX Energi,Columbia,12534,PHEV,Lease,2.1,350.58,1100
35,09/15/2017,2017,Ford,C-MAX Energi,Kings,11209,PHEV,Lease,2.1,350.58,1100
36,09/25/2017,2017,Ford,C-MAX Energi,Putnam,10516,PHEV,Lease,2.1,350.58,1100
37,10/23/2017,2017,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
38,09/06/2017,2017,Ford,C-MAX Energi,Suffolk,11788,PHEV,Lease,2.1,350.58,1100
39,08/24/2017,2017,Ford,C-MAX Energi,Steuben,14843,PHEV,Lease,2.1,350.58,1100
40,11/24/2017,2017,Ford,C-MAX Energi,Warren,12801,PHEV,Lease,2.1,350.58,1100
41,10/25/2017,2017,Ford,C-MAX Energi,Suffolk,11767,PHEV,Lease,2.1,350.58,1100
42,08/14/2017,2017,Ford,C-MAX Energi,Kings,11237,PHEV,Lease,2.1,350.58,1100
43,11/15/2017,2017,Ford,C-MAX Energi,Onondaga,13057,PHEV,Lease,2.1,350.58,1100
44,09/20/2017,2017,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
45,08/07/2017,2017,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
46,10/25/2017,2017,Ford,C-MAX Energi,Washington,12887,PHEV,Purchase,2.1,350.58,1100
47,01/03/2018,2018,Ford,C-MAX Energi,Suffolk,11939,PHEV,Lease,2.1,350.58,1100
48,08/14/2017,2017,Ford,C-MAX Energi,Nassau,11050,PHEV,Purchase,2.1,350.58,1100
49,10/20/2017,2017,Ford,C-MAX Energi,Erie,14227,PHEV,Lease,2.1,350.58,1100
50,05/31/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
51,05/26/2017,2017,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
52,01/24/2018,2018,Ford,C-MAX Energi,Warren,12801,PHEV,Lease,2.1,350.58,1100
53,09/20/2017,2017,Ford,C-MAX Energi,Suffolk,11937,PHEV,Lease,2.1,350.58,1100
54,09/19/2017,2017,Ford,C-MAX Energi,Suffolk,11731,PHEV,Purchase,2.1,350.58,1100
55,07/12/2017,2017,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
56,05/03/2018,2018,Ford,C-MAX Energi,Erie,14150,PHEV,Lease,2.1,350.58,1100
57,11/17/2017,2017,Ford,C-MAX Energi,Richmond,10308,PHEV,Lease,2.1,350.58,1100
58,07/07/2017,2017,Ford,C-MAX Energi,Suffolk,11740,PHEV,Lease,2.1,350.58,1100
59,01/25/2018,2018,Ford,C-MAX Energi,Kings,11233,PHEV,Lease,2.1,350.58,1100
60,05/16/2017,2017,Ford,C-MAX Energi,Westchester,10705,PHEV,Lease,2.1,350.58,1100
61,11/16/2017,2017,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
62,11/20/2017,2017,Ford,C-MAX Energi,Suffolk,11978,PHEV,Lease,2.1,350.58,1100
63,09/25/2017,2017,Ford,C-MAX Energi,Bronx,10469,PHEV,Lease,2.1,350.58,1100
64,07/01/2017,2017,Ford,C-MAX Energi,Queens,11429,PHEV,Lease,2.1,350.58,1100
65,09/20/2017,2017,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,2.1,350.58,1100
66,06/30/2017,2017,Ford,C-MAX Energi,Erie,14224,PHEV,Lease,2.1,350.58,1100
67,11/13/2017,2017,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
68,10/19/2017,2017,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
69,04/19/2017,2017,Ford,C-MAX Energi,Nassau,11771,PHEV,Lease,2.1,350.58,1100
70,05/11/2017,2017,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
71,12/11/2017,2017,Ford,C-MAX Energi,Suffolk,11757,PHEV,Lease,2.1,350.58,1100
72,05/15/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
73,04/07/2017,2017,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
74,07/03/2017,2017,Ford,C-MAX Energi,Suffolk,11940,PHEV,Lease,2.1,350.58,1100
75,10/11/2017,2017,Ford,C-MAX Energi,Washington,12887,PHEV,Lease,2.1,350.58,1100
76,10/04/2017,2017,Ford,C-MAX Energi,Warren,12804,PHEV,Lease,2.1,350.58,1100
77,08/16/2017,2017,Ford,C-MAX Energi,Saratoga,12118,PHEV,Lease,2.1,350.58,1100
78,07/03/2017,2017,Ford,C-MAX Energi,Westchester,10708,PHEV,Lease,2.1,350.58,1100
79,01/22/2018,2018,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
80,11/27/2017,2017,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
81,07/06/2017,2017,Ford,C-MAX Energi,Suffolk,11719,PHEV,Lease,2.1,350.58,1100
82,08/04/2017,2017,Ford,C-MAX Energi,Albany,12023,PHEV,Lease,2.1,350.58,1100
83,08/18/2017,2017,Ford,C-MAX Energi,Nassau,11565,PHEV,Lease,2.1,350.58,1100
84,04/19/2018,2018,Ford,C-MAX Energi,Suffolk,11746,PHEV,Purchase,2.1,350.58,1100
85,07/31/2017,2017,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
86,11/21/2017,2017,Ford,C-MAX Energi,Essex,12883,PHEV,Lease,2.1,350.58,1100
87,08/14/2017,2017,Ford,C-MAX Energi,Queens,11379,PHEV,Lease,2.1,350.58,1100
88,06/21/2017,2017,Ford,C-MAX Energi,Suffolk,11722,PHEV,Lease,2.1,350.58,1100
89,07/25/2017,2017,Ford,C-MAX Energi,Erie,14226,PHEV,Lease,2.1,350.58,1100
90,01/15/2018,2018,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
91,11/09/2017,2017,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
92,09/19/2017,2017,Ford,C-MAX Energi,Suffolk,11749,PHEV,Lease,2.1,350.58,1100
93,09/11/2017,2017,Ford,C-MAX Energi,Kings,11201,PHEV,Purchase,2.1,350.58,1100
94,10/25/2017,2017,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
95,08/14/2017,2017,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
96,05/11/2017,2017,Ford,C-MAX Energi,Suffolk,11764,PHEV,Lease,2.1,350.58,1100
97,09/19/2017,2017,Ford,C-MAX Energi,Suffolk,11769,PHEV,Lease,2.1,350.58,1100
98,05/08/2017,2017,Ford,C-MAX Energi,Suffolk,11967,PHEV,Lease,2.1,350.58,1100
99,08/10/2017,2017,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
100,06/30/2017,2017,Ford,C-MAX Energi,Richmond,10314,PHEV,Purchase,2.1,350.58,1100
101,07/31/2017,2017,Ford,C-MAX Energi,Albany,12054,PHEV,Lease,2.1,350.58,1100
102,05/26/2017,2017,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
103,09/26/2017,2017,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
104,07/26/2017,2017,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
105,09/07/2017,2017,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
106,11/02/2017,2017,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
107,08/02/2017,2017,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
108,08/15/2017,2017,Ford,C-MAX Energi,Suffolk,11933,PHEV,Lease,2.1,350.58,1100
109,11/22/2017,2017,Ford,C-MAX Energi,Westchester,10706,PHEV,Lease,2.1,350.58,1100
110,08/02/2017,2017,Ford,C-MAX Energi,Nassau,11530,PHEV,Lease,2.1,350.58,1100
111,08/12/2017,2017,Ford,C-MAX Energi,Suffolk,11789,PHEV,Lease,2.1,350.58,1100
112,08/21/2017,2017,Ford,C-MAX Energi,Nassau,11030,PHEV,Lease,2.1,350.58,1100
113,09/15/2017,2017,Ford,C-MAX Energi,Onondaga,13063,PHEV,Lease,2.1,350.58,1100
114,05/09/2017,2017,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
115,07/07/2017,2017,Ford,C-MAX Energi,Bronx,10463,PHEV,Lease,2.1,350.58,1100
116,08/30/2017,2017,Ford,C-MAX Energi,Nassau,11565,PHEV,Lease,2.1,350.58,1100
117,07/31/2017,2017,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
118,07/06/2017,2017,Ford,C-MAX Energi,Nassau,11010,PHEV,Lease,2.1,350.58,1100
119,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11782,PHEV,Lease,2.1,350.58,1100
120,07/21/2017,2017,Ford,C-MAX Energi,Albany,12209,PHEV,Lease,2.1,350.58,1100
121,09/18/2017,2017,Ford,C-MAX Energi,Ulster,12561,PHEV,Lease,2.1,350.58,1100
122,11/16/2017,2017,Ford,C-MAX Energi,Suffolk,11786,PHEV,Lease,2.1,350.58,1100
123,11/21/2017,2017,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
124,05/04/2017,2017,Ford,C-MAX Energi,Nassau,11510,PHEV,Lease,2.1,350.58,1100
125,09/26/2017,2017,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
126,07/06/2017,2017,Ford,C-MAX Energi,Queens,11373,PHEV,Lease,2.1,350.58,1100
127,07/29/2017,2017,Ford,C-MAX Energi,Suffolk,11725,PHEV,Lease,2.1,350.58,1100
128,11/02/2017,2017,Ford,C-MAX Energi,Warren,12804,PHEV,Lease,2.1,350.58,1100
129,12/01/2017,2017,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
130,08/24/2017,2017,Ford,C-MAX Energi,Richmond,10308,PHEV,Lease,2.1,350.58,1100
131,12/11/2017,2017,Ford,C-MAX Energi,Nassau,11514,PHEV,Lease,2.1,350.58,1100
132,11/30/2017,2017,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
133,07/31/2017,2017,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
134,01/23/2018,2018,Ford,C-MAX Energi,Suffolk,11935,PHEV,Lease,2.1,350.58,1100
135,10/17/2017,2017,Ford,C-MAX Energi,Suffolk,11725,PHEV,Lease,2.1,350.58,1100
136,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11751,PHEV,Lease,2.1,350.58,1100
137,10/17/2017,2017,Ford,C-MAX Energi,Dutchess,12540,PHEV,Lease,2.1,350.58,1100
138,11/28/2017,2017,Ford,C-MAX Energi,Broome,13760,PHEV,Lease,2.1,350.58,1100
139,06/12/2017,2017,Ford,C-MAX Energi,Monroe,14428,PHEV,Lease,2.1,350.58,1100
140,09/09/2017,2017,Ford,C-MAX Energi,Bronx,10465,PHEV,Lease,2.1,350.58,1100
141,08/02/2017,2017,Ford,C-MAX Energi,Suffolk,11796,PHEV,Lease,2.1,350.58,1100
142,10/25/2017,2017,Ford,C-MAX Energi,Nassau,11758,PHEV,Lease,2.1,350.58,1100
143,07/24/2017,2017,Ford,C-MAX Energi,Saratoga,12065,PHEV,Lease,2.1,350.58,1100
144,09/18/2017,2017,Ford,C-MAX Energi,Richmond,10309,PHEV,Lease,2.1,350.58,1100
145,11/13/2017,2017,Ford,C-MAX Energi,Suffolk,11964,PHEV,Lease,2.1,350.58,1100
146,07/08/2017,2017,Ford,C-MAX Energi,Orange,10928,PHEV,Purchase,2.1,350.58,1100
147,05/30/2017,2017,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
148,07/17/2017,2017,Ford,C-MAX Energi,Suffolk,11776,PHEV,Lease,2.1,350.58,1100
149,06/23/2017,2017,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
150,11/10/2017,2017,Ford,C-MAX Energi,Suffolk,11959,PHEV,Lease,2.1,350.58,1100
151,10/27/2017,2017,Ford,C-MAX Energi,Richmond,10301,PHEV,Lease,2.1,350.58,1100
152,09/06/2017,2017,Ford,C-MAX Energi,Suffolk,11777,PHEV,Lease,2.1,350.58,1100
153,12/28/2017,2017,Ford,C-MAX Energi,Suffolk,11957,PHEV,Lease,2.1,350.58,1100
154,06/08/2017,2017,Ford,C-MAX Energi,Suffolk,11944,PHEV,Lease,2.1,350.58,1100
155,06/19/2017,2017,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
156,08/17/2017,2017,Ford,C-MAX Energi,Richmond,10312,PHEV,Lease,2.1,350.58,1100
157,07/25/2017,2017,Ford,C-MAX Energi,Queens,11361,PHEV,Lease,2.1,350.58,1100
158,09/30/2017,2017,Ford,C-MAX Energi,Erie,14225,PHEV,Lease,2.1,350.58,1100
159,10/31/2017,2017,Ford,C-MAX Energi,Nassau,11709,PHEV,Lease,2.1,350.58,1100
160,12/22/2017,2017,Ford,C-MAX Energi,Suffolk,11747,PHEV,Lease,2.1,350.58,1100
161,09/29/2017,2017,Ford,C-MAX Energi,Nassau,11021,PHEV,Lease,2.1,350.58,1100
162,11/22/2017,2017,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
163,11/02/2017,2017,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
164,11/21/2017,2017,Ford,C-MAX Energi,Suffolk,11772,PHEV,Lease,2.1,350.58,1100
165,05/27/2017,2017,Ford,C-MAX Energi,Westchester,10543,PHEV,Purchase,2.1,350.58,1100
166,04/27/2017,2017,Ford,C-MAX Energi,Suffolk,11743,PHEV,Lease,2.1,350.58,1100
167,09/26/2017,2017,Ford,C-MAX Energi,Erie,14075,PHEV,Lease,2.1,350.58,1100
168,10/09/2017,2017,Ford,C-MAX Energi,Suffolk,11961,PHEV,Lease,2.1,350.58,1100
169,09/30/2017,2017,Ford,C-MAX Energi,Suffolk,11763,PHEV,Lease,2.1,350.58,1100
170,04/12/2017,2017,Ford,C-MAX Energi,Suffolk,11746,PHEV,Lease,2.1,350.58,1100
171,04/24/2017,2017,Ford,C-MAX Energi,Westchester,10601,PHEV,Lease,2.1,350.58,1100
172,07/24/2017,2017,Ford,C-MAX Energi,Nassau,11801,PHEV,Lease,2.1,350.58,1100
173,05/15/2017,2017,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
174,03/20/2018,2018,Ford,C-MAX Energi,Jefferson,13602,PHEV,Lease,2.1,350.58,1100
175,06/12/2017,2017,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
176,09/25/2017,2017,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
177,09/12/2017,2017,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
178,11/20/2017,2017,Ford,C-MAX Energi,Suffolk,11702,PHEV,Lease,2.1,350.58,1100
179,09/15/2017,2017,Ford,C-MAX Energi,Kings,11209,PHEV,Lease,2.1,350.58,1100
180,10/13/2017,2017,Ford,C-MAX Energi,Oswego,13069,PHEV,Purchase,2.1,350.58,1100
181,11/09/2017,2017,Ford,C-MAX Energi,Suffolk,11971,PHEV,Lease,2.1,350.58,1100
182,05/02/2017,2017,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
183,08/07/2017,2017,Ford,C-MAX Energi,Nassau,11570,PHEV,Purchase,2.1,350.58,1100
184,07/10/2017,2017,Ford,C-MAX Energi,Nassau,11804,PHEV,Lease,2.1,350.58,1100
185,07/10/2017,2017,Ford,C-MAX Energi,Queens,11357,PHEV,Purchase,2.1,350.58,1100
186,06/27/2017,2017,Ford,C-MAX Energi,Suffolk,11944,PHEV,Lease,2.1,350.58,1100
187,07/19/2017,2017,Ford,C-MAX Energi,New York,10128,PHEV,Lease,2.1,350.58,1100
188,09/06/2017,2017,Ford,C-MAX Energi,Suffolk,11743,PHEV,Lease,2.1,350.58,1100
189,12/05/2017,2017,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
190,07/05/2017,2017,Ford,C-MAX Energi,Suffolk,11776,PHEV,Lease,2.1,350.58,1100
191,07/07/2017,2017,Ford,C-MAX Energi,Suffolk,11952,PHEV,Lease,2.1,350.58,1100
192,07/10/2017,2017,Ford,C-MAX Energi,Nassau,11530,PHEV,Lease,2.1,350.58,1100
193,05/23/2017,2017,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
194,07/10/2017,2017,Ford,C-MAX Energi,Nassau,11510,PHEV,Purchase,2.1,350.58,1100
195,09/25/2017,2017,Ford,C-MAX Energi,Westchester,10538,PHEV,Lease,2.1,350.58,1100
196,09/01/2017,2017,Ford,C-MAX Energi,Rensselaer,12144,PHEV,Lease,2.1,350.58,1100
197,05/05/2017,2017,Ford,C-MAX Energi,Onondaga,13214,PHEV,Purchase,2.1,350.58,1100
198,06/08/2017,2017,Ford,C-MAX Energi,Suffolk,11939,PHEV,Lease,2.1,350.58,1100
199,04/20/2017,2017,Ford,C-MAX Energi,Suffolk,11768,PHEV,Lease,2.1,350.58,1100
200,06/27/2017,2017,Ford,C-MAX Energi,Nassau,11001,PHEV,Lease,2.1,350.58,1100
201,06/16/2017,2017,Ford,C-MAX Energi,Albany,12110,PHEV,Lease,2.1,350.58,1100
202,08/17/2017,2017,Ford,C-MAX Energi,New York,10010,PHEV,Lease,2.1,350.58,1100
203,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
204,11/02/2017,2017,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,2.1,350.58,1100
205,08/10/2017,2017,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
206,07/20/2017,2017,Ford,C-MAX Energi,Suffolk,11786,PHEV,Lease,2.1,350.58,1100
207,05/06/2017,2017,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,2.1,350.58,1100
208,07/07/2017,2017,Ford,C-MAX Energi,Suffolk,11780,PHEV,Lease,2.1,350.58,1100
209,07/07/2017,2017,Ford,C-MAX Energi,Westchester,10461,PHEV,Lease,2.1,350.58,1100
210,07/26/2017,2017,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
211,11/27/2017,2017,Ford,C-MAX Energi,Rockland,10989,PHEV,Lease,2.1,350.58,1100
212,01/29/2018,2018,Ford,C-MAX Energi,Suffolk,11949,PHEV,Lease,2.1,350.58,1100
213,10/23/2017,2017,Ford,C-MAX Energi,Suffolk,11777,PHEV,Lease,2.1,350.58,1100
214,12/08/2017,2017,Ford,C-MAX Energi,Nassau,11803,PHEV,Lease,2.1,350.58,1100
215,06/23/2017,2017,Ford,C-MAX Energi,Erie,14212,PHEV,Lease,2.1,350.58,1100
216,06/15/2017,2017,Ford,C-MAX Energi,Suffolk,11972,PHEV,Lease,2.1,350.58,1100
217,06/15/2017,2017,Ford,C-MAX Energi,Richmond,10304,PHEV,Lease,2.1,350.58,1100
218,07/18/2017,2017,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
219,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
220,10/23/2017,2017,Ford,C-MAX Energi,Richmond,10314,PHEV,Lease,2.1,350.58,1100
221,10/17/2017,2017,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
222,07/10/2017,2017,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
223,06/01/2017,2017,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
224,06/05/2017,2017,Ford,C-MAX Energi,Nassau,11024,PHEV,Lease,2.1,350.58,1100
225,06/23/2017,2017,Ford,C-MAX Energi,Erie,14221,PHEV,Lease,2.1,350.58,1100
226,10/25/2017,2017,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
227,09/27/2017,2017,Ford,C-MAX Energi,Nassau,11710,PHEV,Purchase,2.1,350.58,1100
228,05/31/2017,2017,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
229,07/18/2017,2017,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
230,10/09/2017,2017,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
231,11/27/2017,2017,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
232,07/07/2017,2017,Ford,C-MAX Energi,Westchester,10567,PHEV,Lease,2.1,350.58,1100
233,05/30/2017,2017,Ford,C-MAX Energi,Suffolk,11933,PHEV,Lease,2.1,350.58,1100
234,07/07/2017,2017,Ford,C-MAX Energi,Westchester,10583,PHEV,Purchase,2.1,350.58,1100
235,10/09/2017,2017,Ford,C-MAX Energi,Suffolk,11733,PHEV,Lease,2.1,350.58,1100
236,07/15/2017,2017,Ford,C-MAX Energi,Westchester,10589,PHEV,Purchase,2.1,350.58,1100
237,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
238,10/28/2017,2017,Ford,C-MAX Energi,Westchester,10604,PHEV,Lease,2.1,350.58,1100
239,01/02/2018,2018,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
240,07/28/2017,2017,Ford,C-MAX Energi,Suffolk,11795,PHEV,Lease,2.1,350.58,1100
241,08/16/2017,2017,Ford,C-MAX Energi,Suffolk,11953,PHEV,Lease,2.1,350.58,1100
242,09/19/2017,2017,Ford,C-MAX Energi,Suffolk,11901,PHEV,Lease,2.1,350.58,1100
243,12/20/2017,2017,Ford,C-MAX Energi,Saratoga,12065,PHEV,Lease,2.1,350.58,1100
244,01/29/2018,2018,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
245,10/25/2017,2017,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
246,05/02/2017,2017,Ford,C-MAX Energi,Suffolk,11971,PHEV,Lease,2.1,350.58,1100
247,09/29/2017,2017,Ford,C-MAX Energi,Nassau,11021,PHEV,Lease,2.1,350.58,1100
248,05/04/2017,2017,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
249,05/26/2017,2017,Ford,C-MAX Energi,Suffolk,11959,PHEV,Lease,2.1,350.58,1100
250,07/14/2017,2017,Ford,C-MAX Energi,Albany,12211,PHEV,Lease,2.1,350.58,1100
251,09/06/2017,2017,Ford,C-MAX Energi,Albany,12205,PHEV,Lease,2.1,350.58,1100
252,12/11/2017,2017,Ford,C-MAX Energi,Nassau,11001,PHEV,Lease,2.1,350.58,1100
253,04/30/2017,2017,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
254,08/22/2017,2017,Ford,C-MAX Energi,Suffolk,11967,PHEV,Lease,2.1,350.58,1100
255,08/22/2017,2017,Ford,C-MAX Energi,Nassau,11558,PHEV,Lease,2.1,350.58,1100
256,07/11/2017,2017,Ford,C-MAX Energi,Westchester,10567,PHEV,Lease,2.1,350.58,1100
257,04/25/2017,2017,Ford,C-MAX Energi,Monroe,14618,PHEV,Purchase,2.1,350.58,1100
258,05/18/2017,2017,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,2.1,350.58,1100
259,06/21/2017,2017,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
260,06/23/2017,2017,Ford,C-MAX Energi,Erie,14031,PHEV,Lease,2.1,350.58,1100
261,06/12/2017,2017,Ford,C-MAX Energi,Nassau,11554,PHEV,Lease,2.1,350.58,1100
262,08/31/2017,2017,Ford,C-MAX Energi,Suffolk,11735,PHEV,Lease,2.1,350.58,1100
