,Submitted Date,Year,Make,Model,County,ZIP,EV Type,Transaction Type,Reduction_CO2,Reduction_Petroleum,Rebate Amount (USD)
18290,05/14/2019,2019,Toyota,Prius Prime,Schenectady,12309,PHEV,Purchase,3.03,440.11,1100
18292,11/14/2019,2019,Toyota,Prius Prime,Westchester,10570,PHEV,Purchase,3.03,440.11,1100
18293,11/04/2019,2019,Toyota,Prius Prime,Erie,14051,PHEV,Lease,3.03,440.11,1100
18294,10/14/2019,2019,Toyota,Prius Prime,Suffolk,11946,PHEV,Purchase,3.03,440.11,1100
18295,12/30/2019,2019,Toyota,Prius Prime,Saratoga,12822,PHEV,Purchase,3.03,440.11,1100
18296,10/23/2019,2019,Toyota,Prius Prime,Tompkins,14850,PHEV,Purchase,3.03,440.11,1100
18298,08/03/2019,2019,Toyota,Prius Prime,Queens,11106,PHEV,Purchase,3.03,440.11,1100
18299,12/11/2019,2019,Toyota,Prius Prime,Dutchess,12538,PHEV,Lease,3.03,440.11,1100
18300,08/12/2019,2019,Toyota,Prius Prime,Monroe,14619,PHEV,Purchase,3.03,440.11,1100
18301,08/27/2019,2019,Toyota,Prius Prime,Schenectady,12303,PHEV,Lease,3.03,440.11,1100
18302,10/16/2019,2019,Toyota,Prius Prime,Nassau,11758,PHEV,Purchase,3.03,440.11,1100
18303,10/07/2019,2019,Toyota,Prius Prime,Suffolk,11719,PHEV,Purchase,3.03,440.11,1100
18304,12/10/2019,2019,Toyota,Prius Prime,Schenectady,12309,PHEV,Purchase,3.03,440.11,1100
18305,08/08/2019,2019,Toyota,Prius Prime,Dutchess,12590,PHEV,Purchase,3.03,440.11,1100
18307,10/01/2019,2019,Toyota,Prius Prime,Erie,14227,PHEV,Purchase,3.03,440.11,1100
18308,10/01/2019,2019,Toyota,Prius Prime,Franklin,12953,PHEV,Purchase,3.03,440.11,1100
18309,07/26/2019,2019,Toyota,Prius Prime,Suffolk,11977,PHEV,Purchase,3.03,440.11,1100
18310,08/06/2019,2019,Toyota,Prius Prime,Suffolk,11779,PHEV,Purchase,3.03,440.11,1100
18311,10/17/2019,2019,Toyota,Prius Prime,Suffolk,11790,PHEV,Purchase,3.03,440.11,1100
18312,08/06/2019,2019,Toyota,Prius Prime,Suffolk,11764,PHEV,Purchase,3.03,440.11,1100
18313,12/23/2019,2019,Toyota,Prius Prime,Saratoga,12866,PHEV,Purchase,3.03,440.11,1100
18314,10/16/2019,2019,Toyota,Prius Prime,Monroe,14607,PHEV,Purchase,3.03,440.11,1100
18315,10/30/2019,2019,Toyota,Prius Prime,Allegany,14727,PHEV,Purchase,3.03,440.11,1100
18316,09/03/2019,2019,Toyota,Prius Prime,Broome,13795,PHEV,Purchase,3.03,440.11,1100
18318,09/03/2019,2019,Toyota,Prius Prime,Albany,12054,PHEV,Purchase,3.03,440.11,1100
18319,09/18/2019,2019,Toyota,Prius Prime,Suffolk,11901,PHEV,Purchase,3.03,440.11,1100
18320,09/21/2019,2019,Toyota,Prius Prime,Albany,12054,PHEV,Purchase,3.03,440.11,1100
18322,11/09/2019,2019,Toyota,Prius Prime,Cortland,13045,PHEV,Purchase,3.03,440.11,1100
18325,11/21/2019,2019,Toyota,Prius Prime,Suffolk,11776,PHEV,Lease,3.03,440.11,1100
18327,09/17/2019,2019,Toyota,Prius Prime,Onondaga,13090,PHEV,Purchase,3.03,440.11,1100
18329,11/29/2019,2019,Toyota,Prius Prime,Westchester,10507,PHEV,Lease,3.03,440.11,1100
18330,12/06/2019,2019,Toyota,Prius Prime,Westchester,10968,PHEV,Purchase,3.03,440.11,1100
18331,10/11/2019,2019,Toyota,Prius Prime,Orange,12586,PHEV,Lease,3.03,440.11,1100
18332,10/30/2019,2019,Toyota,Prius Prime,Ontario,14564,PHEV,Purchase,3.03,440.11,1100
18333,10/29/2019,2019,Toyota,Prius Prime,Dutchess,12514,PHEV,Purchase,3.03,440.11,1100
18334,12/20/2019,2019,Toyota,Prius Prime,Richmond,10309,PHEV,Purchase,3.03,440.11,1100
18338,10/10/2019,2019,Toyota,Prius Prime,Erie,14043,PHEV,Purchase,3.03,440.11,1100
18342,12/22/2019,2019,Toyota,Prius Prime,Suffolk,11746,PHEV,Purchase,3.03,440.11,1100
18344,10/14/2019,2019,Toyota,Prius Prime,Suffolk,11729,PHEV,Purchase,3.03,440.11,1100
18345,10/21/2019,2019,Toyota,Prius Prime,Nassau,11040,PHEV,Lease,3.03,440.11,1100
18346,11/21/2019,2019,Toyota,Prius Prime,Columbia,12075,PHEV,Purchase,3.03,440.11,1100
18347,12/30/2019,2019,Toyota,Prius Prime,Onondaga,13066,PHEV,Purchase,3.03,440.11,1100
18349,12/31/2019,2019,Toyota,Prius Prime,Nassau,11590,PHEV,Purchase,3.03,440.11,1100
18354,12/09/2019,2019,Toyota,Prius Prime,Onondaga,13088,PHEV,Purchase,3.03,440.11,1100
18355,12/26/2019,2019,Toyota,Prius Prime,Niagara,14120,PHEV,Purchase,3.03,440.11,1100
18357,12/20/2019,2019,Toyota,Prius Prime,Suffolk,11963,PHEV,Purchase,3.03,440.11,1100
18358,11/15/2019,2019,Toyota,Prius Prime,Suffolk,11968,PHEV,Lease,3.03,440.11,1100
18360,11/29/2019,2019,Toyota,Prius Prime,Westchester,10514,PHEV,Lease,3.03,440.11,1100
18361,11/26/2019,2019,Toyota,Prius Prime,Suffolk,11755,PHEV,Purchase,3.03,440.11,1100
18365,12/04/2019,2019,Toyota,Prius Prime,Suffolk,11558,PHEV,Purchase,3.03,440.11,1100
18366,12/17/2019,2019,Toyota,Prius Prime,Suffolk,11731,PHEV,Lease,3.03,440.11,1100
18371,08/03/2017,2017,Toyota,Prius Prime,Suffolk,11767,PHEV,Purchase,3.03,440.11,1100
18372,08/24/2017,2017,Toyota,Prius Prime,Albany,12009,PHEV,Purchase,3.03,440.11,1100
18373,05/17/2017,2017,Toyota,Prius Prime,Suffolk,11746,PHEV,Purchase,3.03,440.11,1100
18374,04/29/2017,2017,Toyota,Prius Prime,Saratoga,12020,PHEV,Purchase,3.03,440.11,1100
18375,08/14/2017,2017,Toyota,Prius Prime,Saratoga,12866,PHEV,Purchase,3.03,440.11,1100
18376,05/10/2017,2017,Toyota,Prius Prime,Suffolk,11727,PHEV,Purchase,3.03,440.11,1100
18377,07/27/2017,2017,Toyota,Prius Prime,Westchester,10547,PHEV,Purchase,3.03,440.11,1100
18378,05/17/2017,2017,Toyota,Prius Prime,Dutchess,12601,PHEV,Lease,3.03,440.11,1100
18379,06/02/2017,2017,Toyota,Prius Prime,Westchester,10598,PHEV,Purchase,3.03,440.11,1100
18380,04/05/2017,2017,Toyota,Prius Prime,Suffolk,11730,PHEV,Purchase,3.03,440.11,1100
18381,06/07/2017,2017,Toyota,Prius Prime,Westchester,10549,PHEV,Purchase,3.03,440.11,1100
18382,04/12/2017,2017,Toyota,Prius Prime,Steuben,14572,PHEV,Lease,3.03,440.11,1100
18383,04/12/2017,2017,Toyota,Prius Prime,Chenango,13843,PHEV,Purchase,3.03,440.11,1100
18384,06/15/2017,2017,Toyota,Prius Prime,Westchester,10549,PHEV,Purchase,3.03,440.11,1100
18385,07/27/2017,2017,Toyota,Prius Prime,New York,10010,PHEV,Purchase,3.03,440.11,1100
18386,05/02/2017,2017,Toyota,Prius Prime,Albany,12084,PHEV,Purchase,3.03,440.11,1100
18387,05/18/2017,2017,Toyota,Prius Prime,Orange,12518,PHEV,Purchase,3.03,440.11,1100
18388,05/04/2017,2017,Toyota,Prius Prime,Saratoga,12020,PHEV,Purchase,3.03,440.11,1100
18389,05/02/2017,2017,Toyota,Prius Prime,Suffolk,11934,PHEV,Purchase,3.03,440.11,1100
18390,05/24/2017,2017,Toyota,Prius Prime,Albany,12120,PHEV,Purchase,3.03,440.11,1100
18391,01/15/2018,2018,Toyota,Prius Prime,Nassau,11590,PHEV,Lease,3.03,440.11,1100
18392,04/05/2017,2017,Toyota,Prius Prime,Suffolk,11733,PHEV,Purchase,3.03,440.11,1100
18393,05/17/2017,2017,Toyota,Prius Prime,Erie,14221,PHEV,Purchase,3.03,440.11,1100
18394,12/15/2017,2017,Toyota,Prius Prime,Nassau,11710,PHEV,Purchase,3.03,440.11,1100
18395,04/05/2017,2017,Toyota,Prius Prime,Suffolk,11755,PHEV,Lease,3.03,440.11,1100
18396,05/05/2017,2017,Toyota,Prius Prime,Suffolk,11787,PHEV,Lease,3.03,440.11,1100
18397,06/14/2017,2017,Toyota,Prius Prime,Rockland,10960,PHEV,Purchase,3.03,440.11,1100
18398,04/03/2017,2017,Toyota,Prius Prime,Broome,13760,PHEV,Purchase,3.03,440.11,1100
18399,07/14/2017,2017,Toyota,Prius Prime,Suffolk,11731,PHEV,Purchase,3.03,440.11,1100
18400,04/19/2017,2017,Toyota,Prius Prime,Ulster,12589,PHEV,Purchase,3.03,440.11,1100
18401,09/11/2017,2017,Toyota,Prius Prime,Suffolk,11948,PHEV,Purchase,3.03,440.11,1100
18402,05/11/2017,2017,Toyota,Prius Prime,Erie,14221,PHEV,Purchase,3.03,440.11,1100
18403,06/15/2017,2017,Toyota,Prius Prime,Suffolk,11769,PHEV,Lease,3.03,440.11,1100
18404,06/30/2017,2017,Toyota,Prius Prime,Suffolk,11779,PHEV,Purchase,3.03,440.11,1100
18405,04/27/2017,2017,Toyota,Prius Prime,Erie,14001,PHEV,Purchase,3.03,440.11,1100
18406,05/25/2017,2017,Toyota,Prius Prime,Madison,13032,PHEV,Purchase,3.03,440.11,1100
18407,05/11/2017,2017,Toyota,Prius Prime,Suffolk,11778,PHEV,Purchase,3.03,440.11,1100
18408,05/03/2017,2017,Toyota,Prius Prime,Livingston,14435,PHEV,Purchase,3.03,440.11,1100
18409,05/25/2017,2017,Toyota,Prius Prime,Onondaga,13039,PHEV,Purchase,3.03,440.11,1100
18410,06/05/2017,2017,Toyota,Prius Prime,Albany,12054,PHEV,Purchase,3.03,440.11,1100
18411,05/17/2017,2017,Toyota,Prius Prime,Dutchess,12601,PHEV,Purchase,3.03,440.11,1100
18412,08/14/2017,2017,Toyota,Prius Prime,Saratoga,12831,PHEV,Purchase,3.03,440.11,1100
18413,05/31/2017,2017,Toyota,Prius Prime,Ulster,12466,PHEV,Purchase,3.03,440.11,1100
18414,07/20/2017,2017,Toyota,Prius Prime,Suffolk,11777,PHEV,Purchase,3.03,440.11,1100
18415,04/10/2018,2018,Toyota,Prius Prime,Suffolk,11733,PHEV,Purchase,3.03,440.11,1100
18416,06/01/2017,2017,Toyota,Prius Prime,Delaware,13775,PHEV,Purchase,3.03,440.11,1100
18417,11/20/2017,2017,Toyota,Prius Prime,Suffolk,11951,PHEV,Purchase,3.03,440.11,1100
18418,06/01/2017,2017,Toyota,Prius Prime,Erie,14221,PHEV,Purchase,3.03,440.11,1100
18419,07/17/2017,2017,Toyota,Prius Prime,Broome,13901,PHEV,Purchase,3.03,440.11,1100
18420,06/06/2017,2017,Toyota,Prius Prime,Onondaga,13202,PHEV,Purchase,3.03,440.11,1100
18421,06/06/2017,2017,Toyota,Prius Prime,Onondaga,13210,PHEV,Purchase,3.03,440.11,1100
18422,06/06/2017,2017,Toyota,Prius Prime,Onondaga,13104,PHEV,Purchase,3.03,440.11,1100
18423,05/03/2018,2018,Toyota,Prius Prime,Schenectady,12304,PHEV,Purchase,3.03,440.11,1100
18424,07/11/2017,2017,Toyota,Prius Prime,Westchester,10543,PHEV,Lease,3.03,440.11,1100
18425,07/28/2017,2017,Toyota,Prius Prime,Delaware,12093,PHEV,Purchase,3.03,440.11,1100
18426,06/07/2017,2017,Toyota,Prius Prime,Erie,14001,PHEV,Lease,3.03,440.11,1100
18427,09/13/2017,2017,Toyota,Prius Prime,Schoharie,12066,PHEV,Purchase,3.03,440.11,1100
18428,06/20/2017,2017,Toyota,Prius Prime,Westchester,10801,PHEV,Purchase,3.03,440.11,1100
18429,06/23/2017,2017,Toyota,Prius Prime,Suffolk,11950,PHEV,Purchase,3.03,440.11,1100
18430,06/12/2017,2017,Toyota,Prius Prime,Cattaraugus,14779,PHEV,Lease,3.03,440.11,1100
18431,07/21/2017,2017,Toyota,Prius Prime,Suffolk,11752,PHEV,Lease,3.03,440.11,1100
18432,06/16/2017,2017,Toyota,Prius Prime,Oneida,13323,PHEV,Purchase,3.03,440.11,1100
18433,06/19/2017,2017,Toyota,Prius Prime,Orange,12729,PHEV,Purchase,3.03,440.11,1100
18434,12/15/2017,2017,Toyota,Prius Prime,Queens,11414,PHEV,Lease,3.03,440.11,1100
18435,08/08/2017,2017,Toyota,Prius Prime,Oswego,13069,PHEV,Purchase,3.03,440.11,1100
18436,08/05/2017,2017,Toyota,Prius Prime,Nassau,11791,PHEV,Lease,3.03,440.11,1100
18437,08/03/2017,2017,Toyota,Prius Prime,Suffolk,11731,PHEV,Lease,3.03,440.11,1100
18438,09/12/2017,2017,Toyota,Prius Prime,Suffolk,11720,PHEV,Purchase,3.03,440.11,1100
18439,06/29/2017,2017,Toyota,Prius Prime,Westchester,10549,PHEV,Purchase,3.03,440.11,1100
18440,08/16/2017,2017,Toyota,Prius Prime,Suffolk,11946,PHEV,Purchase,3.03,440.11,1100
18441,07/08/2017,2017,Toyota,Prius Prime,Erie,14127,PHEV,Lease,3.03,440.11,1100
18442,07/17/2017,2017,Toyota,Prius Prime,Broome,13748,PHEV,Purchase,3.03,440.11,1100
18443,08/01/2017,2017,Toyota,Prius Prime,Suffolk,11738,PHEV,Purchase,3.03,440.11,1100
18444,08/30/2017,2017,Toyota,Prius Prime,Monroe,14450,PHEV,Purchase,3.03,440.11,1100
18445,08/18/2017,2017,Toyota,Prius Prime,Erie,14031,PHEV,Purchase,3.03,440.11,1100
18446,08/09/2017,2017,Toyota,Prius Prime,Monroe,14450,PHEV,Lease,3.03,440.11,1100
18447,07/24/2017,2017,Toyota,Prius Prime,Suffolk,11955,PHEV,Purchase,3.03,440.11,1100
18448,09/18/2017,2017,Toyota,Prius Prime,Suffolk,11776,PHEV,Lease,3.03,440.11,1100
18449,08/03/2017,2017,Toyota,Prius Prime,Jefferson,13679,PHEV,Purchase,3.03,440.11,1100
18450,08/16/2017,2017,Toyota,Prius Prime,Warren,12845,PHEV,Purchase,3.03,440.11,1100
18451,08/10/2017,2017,Toyota,Prius Prime,Monroe,14450,PHEV,Purchase,3.03,440.11,1100
18452,08/14/2017,2017,Toyota,Prius Prime,Monroe,14616,PHEV,Purchase,3.03,440.11,1100
18453,08/11/2017,2017,Toyota,Prius Prime,Suffolk,11792,PHEV,Purchase,3.03,440.11,1100
18454,08/02/2017,2017,Toyota,Prius Prime,Suffolk,11779,PHEV,Purchase,3.03,440.11,1100
18455,08/15/2017,2017,Toyota,Prius Prime,Suffolk,11705,PHEV,Purchase,3.03,440.11,1100
18456,09/12/2017,2017,Toyota,Prius Prime,Suffolk,11777,PHEV,Purchase,3.03,440.11,1100
18457,08/09/2017,2017,Toyota,Prius Prime,Suffolk,11784,PHEV,Purchase,3.03,440.11,1100
18458,08/29/2017,2017,Toyota,Prius Prime,Onondaga,13069,PHEV,Purchase,3.03,440.11,1100
18459,08/12/2017,2017,Toyota,Prius Prime,Erie,14025,PHEV,Purchase,3.03,440.11,1100
18460,03/28/2018,2018,Toyota,Prius Prime,Oneida,13323,PHEV,Purchase,3.03,440.11,1100
18461,11/27/2017,2017,Toyota,Prius Prime,Nassau,11783,PHEV,Purchase,3.03,440.11,1100
18462,05/03/2018,2018,Toyota,Prius Prime,Erie,14221,PHEV,Purchase,3.03,440.11,1100
18463,09/12/2017,2017,Toyota,Prius Prime,Suffolk,11733,PHEV,Purchase,3.03,440.11,1100
18464,09/01/2017,2017,Toyota,Prius Prime,Nassau,11758,PHEV,Purchase,3.03,440.11,1100
18465,09/26/2017,2017,Toyota,Prius Prime,Suffolk,11716,PHEV,Lease,3.03,440.11,1100
18466,09/12/2017,2017,Toyota,Prius Prime,Orange,10950,PHEV,Purchase,3.03,440.11,1100
18467,08/30/2017,2017,Toyota,Prius Prime,Ulster,12443,PHEV,Purchase,3.03,440.11,1100
18468,08/30/2017,2017,Toyota,Prius Prime,Onondaga,13031,PHEV,Purchase,3.03,440.11,1100
18469,09/05/2017,2017,Toyota,Prius Prime,Monroe,14612,PHEV,Purchase,3.03,440.11,1100
18470,09/25/2017,2017,Toyota,Prius Prime,Westchester,10562,PHEV,Purchase,3.03,440.11,1100
18471,09/01/2017,2017,Toyota,Prius Prime,Westchester,10591,PHEV,Purchase,3.03,440.11,1100
18472,02/02/2018,2018,Toyota,Prius Prime,Suffolk,11971,PHEV,Purchase,3.03,440.11,1100
18473,10/10/2017,2017,Toyota,Prius Prime,Albany,12110,PHEV,Purchase,3.03,440.11,1100
18474,09/13/2017,2017,Toyota,Prius Prime,Richmond,10312,PHEV,Purchase,3.03,440.11,1100
18475,09/18/2017,2017,Toyota,Prius Prime,Suffolk,11792,PHEV,Purchase,3.03,440.11,1100
18476,11/16/2017,2017,Toyota,Prius Prime,Schenectady,12308,PHEV,Purchase,3.03,440.11,1100
18477,09/06/2017,2017,Toyota,Prius Prime,Suffolk,11730,PHEV,Purchase,3.03,440.11,1100
18478,12/12/2017,2017,Toyota,Prius Prime,Suffolk,11953,PHEV,Purchase,3.03,440.11,1100
18479,09/07/2017,2017,Toyota,Prius Prime,Suffolk,11738,PHEV,Purchase,3.03,440.11,1100
18480,10/26/2017,2017,Toyota,Prius Prime,Suffolk,11782,PHEV,Lease,3.03,440.11,1100
18481,09/12/2017,2017,Toyota,Prius Prime,Genesee,14011,PHEV,Purchase,3.03,440.11,1100
18482,08/28/2017,2017,Toyota,Prius Prime,Ulster,12589,PHEV,Lease,3.03,440.11,1100
18483,12/07/2017,2017,Toyota,Prius Prime,Suffolk,11953,PHEV,Purchase,3.03,440.11,1100
18484,10/18/2017,2017,Toyota,Prius Prime,Westchester,10587,PHEV,Purchase,3.03,440.11,1100
18485,04/11/2018,2018,Toyota,Prius Prime,Suffolk,11729,PHEV,Purchase,3.03,440.11,1100
18486,11/29/2017,2017,Toyota,Prius Prime,Schoharie,12043,PHEV,Purchase,3.03,440.11,1100
18487,12/27/2017,2017,Toyota,Prius Prime,Suffolk,11901,PHEV,Purchase,3.03,440.11,1100
18488,09/18/2017,2017,Toyota,Prius Prime,Suffolk,11953,PHEV,Purchase,3.03,440.11,1100
18489,03/17/2018,2018,Toyota,Prius Prime,Suffolk,11747,PHEV,Purchase,3.03,440.11,1100
18490,09/28/2017,2017,Toyota,Prius Prime,Suffolk,11772,PHEV,Purchase,3.03,440.11,1100
18491,09/12/2017,2017,Toyota,Prius Prime,Monroe,14468,PHEV,Purchase,3.03,440.11,1100
18492,10/09/2017,2017,Toyota,Prius Prime,Onondaga,13078,PHEV,Purchase,3.03,440.11,1100
18493,05/14/2018,2018,Toyota,Prius Prime,Onondaga,13084,PHEV,Purchase,3.03,440.11,1100
18494,10/27/2017,2017,Toyota,Prius Prime,Sullivan,12758,PHEV,Purchase,3.03,440.11,1100
18495,10/21/2017,2017,Toyota,Prius Prime,Saratoga,12065,PHEV,Purchase,3.03,440.11,1100
18496,01/09/2018,2018,Toyota,Prius Prime,Saratoga,12065,PHEV,Purchase,3.03,440.11,1100
18497,09/25/2017,2017,Toyota,Prius Prime,Seneca,14456,PHEV,Purchase,3.03,440.11,1100
18498,12/14/2017,2017,Toyota,Prius Prime,Tompkins,14850,PHEV,Purchase,3.03,440.11,1100
18499,02/21/2018,2018,Toyota,Prius Prime,Suffolk,11741,PHEV,Purchase,3.03,440.11,1100
18500,12/18/2017,2017,Toyota,Prius Prime,Suffolk,11784,PHEV,Purchase,3.03,440.11,1100
18501,05/09/2018,2018,Toyota,Prius Prime,Suffolk,11740,PHEV,Purchase,3.03,440.11,1100
18502,09/24/2018,2018,Toyota,Prius Prime,Kings,11225,PHEV,Purchase,3.03,440.11,1100
18503,05/29/2018,2018,Toyota,Prius Prime,Suffolk,11738,PHEV,Lease,3.03,440.11,1100
18504,10/09/2017,2017,Toyota,Prius Prime,Suffolk,11772,PHEV,Purchase,3.03,440.11,1100
18505,12/21/2017,2017,Toyota,Prius Prime,Suffolk,11901,PHEV,Purchase,3.03,440.11,1100
18506,06/27/2018,2018,Toyota,Prius Prime,Suffolk,11779,PHEV,Purchase,3.03,440.11,1100
18507,09/19/2017,2017,Toyota,Prius Prime,Suffolk,11784,PHEV,Purchase,3.03,440.11,1100
18508,10/12/2017,2017,Toyota,Prius Prime,Broome,13760,PHEV,Purchase,3.03,440.11,1100
18509,12/09/2017,2017,Toyota,Prius Prime,Broome,13850,PHEV,Purchase,3.03,440.11,1100
18510,10/09/2017,2017,Toyota,Prius Prime,Onondaga,13066,PHEV,Purchase,3.03,440.11,1100
18511,03/12/2018,2018,Toyota,Prius Prime,Ulster,12416,PHEV,Purchase,3.03,440.11,1100
18512,10/03/2017,2017,Toyota,Prius Prime,Suffolk,11719,PHEV,Purchase,3.03,440.11,1100
18513,12/11/2017,2017,Toyota,Prius Prime,Albany,12054,PHEV,Purchase,3.03,440.11,1100
18514,03/06/2018,2018,Toyota,Prius Prime,Monroe,14607,PHEV,Purchase,3.03,440.11,1100
18515,10/09/2017,2017,Toyota,Prius Prime,Chautauqua,14712,PHEV,Lease,3.03,440.11,1100
18516,10/26/2017,2017,Toyota,Prius Prime,Suffolk,11763,PHEV,Purchase,3.03,440.11,1100
18517,10/26/2017,2017,Toyota,Prius Prime,Suffolk,11776,PHEV,Purchase,3.03,440.11,1100
18518,10/31/2017,2017,Toyota,Prius Prime,Albany,12303,PHEV,Purchase,3.03,440.11,1100
18519,02/10/2018,2018,Toyota,Prius Prime,Hamilton,12164,PHEV,Purchase,3.03,440.11,1100
18520,01/19/2018,2018,Toyota,Prius Prime,Westchester,10519,PHEV,Purchase,3.03,440.11,1100
18521,03/02/2018,2018,Toyota,Prius Prime,Nassau,11756,PHEV,Lease,3.03,440.11,1100
18522,02/15/2018,2018,Toyota,Prius Prime,Schenectady,12309,PHEV,Lease,3.03,440.11,1100
18523,12/13/2017,2017,Toyota,Prius Prime,Cortland,13045,PHEV,Purchase,3.03,440.11,1100
18524,03/01/2018,2018,Toyota,Prius Prime,Monroe,14580,PHEV,Purchase,3.03,440.11,1100
18525,11/07/2017,2017,Toyota,Prius Prime,Rockland,10901,PHEV,Purchase,3.03,440.11,1100
18526,10/17/2017,2017,Toyota,Prius Prime,Oswego,13126,PHEV,Lease,3.03,440.11,1100
18527,01/19/2018,2018,Toyota,Prius Prime,Westchester,10526,PHEV,Lease,3.03,440.11,1100
18528,11/21/2017,2017,Toyota,Prius Prime,Ulster,12561,PHEV,Lease,3.03,440.11,1100
18529,10/30/2017,2017,Toyota,Prius Prime,Suffolk,11787,PHEV,Purchase,3.03,440.11,1100
18530,12/28/2017,2017,Toyota,Prius Prime,Monroe,14580,PHEV,Purchase,3.03,440.11,1100
18531,04/16/2018,2018,Toyota,Prius Prime,Suffolk,11725,PHEV,Purchase,3.03,440.11,1100
18532,04/04/2018,2018,Toyota,Prius Prime,Ulster,12548,PHEV,Purchase,3.03,440.11,1100
18533,11/21/2017,2017,Toyota,Prius Prime,Cortland,13159,PHEV,Purchase,3.03,440.11,1100
18534,01/05/2018,2018,Toyota,Prius Prime,Dutchess,12569,PHEV,Lease,3.03,440.11,1100
18535,05/17/2018,2018,Toyota,Prius Prime,Albany,12205,PHEV,Purchase,3.03,440.11,1100
18536,12/18/2017,2017,Toyota,Prius Prime,Nassau,11572,PHEV,Purchase,3.03,440.11,1100
18537,11/16/2017,2017,Toyota,Prius Prime,Oneida,13413,PHEV,Purchase,3.03,440.11,1100
18538,10/31/2017,2017,Toyota,Prius Prime,Suffolk,11946,PHEV,Purchase,3.03,440.11,1100
18539,12/13/2017,2017,Toyota,Prius Prime,Monroe,14620,PHEV,Lease,3.03,440.11,1100
18540,04/25/2018,2018,Toyota,Prius Prime,Dutchess,12574,PHEV,Purchase,3.03,440.11,1100
18541,01/29/2018,2018,Toyota,Prius Prime,Nassau,11566,PHEV,Purchase,3.03,440.11,1100
18542,02/19/2018,2018,Toyota,Prius Prime,Suffolk,11757,PHEV,Purchase,3.03,440.11,1100
18543,01/10/2018,2018,Toyota,Prius Prime,Suffolk,11701,PHEV,Purchase,3.03,440.11,1100
18544,11/29/2017,2017,Toyota,Prius Prime,Monroe,14607,PHEV,Purchase,3.03,440.11,1100
18545,11/14/2017,2017,Toyota,Prius Prime,Nassau,11545,PHEV,Purchase,3.03,440.11,1100
18546,02/21/2018,2018,Toyota,Prius Prime,Suffolk,11792,PHEV,Purchase,3.03,440.11,1100
18547,12/21/2017,2017,Toyota,Prius Prime,Dutchess,12601,PHEV,Lease,3.03,440.11,1100
18548,02/28/2018,2018,Toyota,Prius Prime,Queens,11427,PHEV,Purchase,3.03,440.11,1100
18549,11/17/2017,2017,Toyota,Prius Prime,Greene,12051,PHEV,Purchase,3.03,440.11,1100
18550,06/07/2018,2018,Toyota,Prius Prime,Rensselaer,12182,PHEV,Purchase,3.03,440.11,1100
18551,11/16/2017,2017,Toyota,Prius Prime,Columbia,12075,PHEV,Purchase,3.03,440.11,1100
18552,12/14/2017,2017,Toyota,Prius Prime,Ontario,14564,PHEV,Purchase,3.03,440.11,1100
18553,11/22/2017,2017,Toyota,Prius Prime,Monroe,14618,PHEV,Purchase,3.03,440.11,1100
18554,11/01/2017,2017,Toyota,Prius Prime,Columbia,12075,PHEV,Purchase,3.03,440.11,1100
18555,01/02/2018,2018,Toyota,Prius Prime,Monroe,14522,PHEV,Purchase,3.03,440.11,1100
18556,02/13/2018,2018,Toyota,Prius Prime,Westchester,10567,PHEV,Purchase,3.03,440.11,1100
18557,04/05/2018,2018,Toyota,Prius Prime,Suffolk,11788,PHEV,Purchase,3.03,440.11,1100
18558,11/27/2017,2017,Toyota,Prius Prime,Kings,11209,PHEV,Purchase,3.03,440.11,1100
18559,11/16/2017,2017,Toyota,Prius Prime,Schenectady,12309,PHEV,Purchase,3.03,440.11,1100
18560,11/27/2017,2017,Toyota,Prius Prime,Suffolk,11977,PHEV,Purchase,3.03,440.11,1100
18561,12/15/2017,2017,Toyota,Prius Prime,Nassau,11581,PHEV,Purchase,3.03,440.11,1100
18562,11/13/2017,2017,Toyota,Prius Prime,Suffolk,11786,PHEV,Lease,3.03,440.11,1100
18563,07/07/2018,2018,Toyota,Prius Prime,Westchester,10597,PHEV,Purchase,3.03,440.11,1100
18564,12/04/2017,2017,Toyota,Prius Prime,Monroe,14610,PHEV,Purchase,3.03,440.11,1100
18565,04/18/2018,2018,Toyota,Prius Prime,Cattaraugus,14737,PHEV,Purchase,3.03,440.11,1100
18566,12/22/2017,2017,Toyota,Prius Prime,Dutchess,12564,PHEV,Purchase,3.03,440.11,1100
18567,12/07/2017,2017,Toyota,Prius Prime,Suffolk,11706,PHEV,Purchase,3.03,440.11,1100
18568,06/18/2018,2018,Toyota,Prius Prime,Monroe,14612,PHEV,Purchase,3.03,440.11,1100
18569,01/05/2018,2018,Toyota,Prius Prime,Broome,13760,PHEV,Purchase,3.03,440.11,1100
18570,06/23/2018,2018,Toyota,Prius Prime,Nassau,11561,PHEV,Purchase,3.03,440.11,1100
18571,01/29/2018,2018,Toyota,Prius Prime,Suffolk,11751,PHEV,Lease,3.03,440.11,1100
18572,11/28/2017,2017,Toyota,Prius Prime,Albany,12054,PHEV,Purchase,3.03,440.11,1100
18573,06/06/2018,2018,Toyota,Prius Prime,Orange,10992,PHEV,Purchase,3.03,440.11,1100
18574,06/11/2018,2018,Toyota,Prius Prime,Clinton,12801,PHEV,Purchase,3.03,440.11,1100
18575,11/06/2018,2018,Toyota,Prius Prime,Suffolk,11720,PHEV,Purchase,3.03,440.11,1100
18576,11/29/2017,2017,Toyota,Prius Prime,Suffolk,11725,PHEV,Lease,3.03,440.11,1100
